频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
[BD]非凡新聞,https://stream1.freetv.fun/fei-fan-xin-wen-7.m3u8,网络源,https://epg.pw/media/images/channel/2016/06/17/large/20160617165249161501_56.png,4.273,未分组,h264,1920x1080,30.0,有音频
[BD]民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-1.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506171601310367_14.png,5.352,未分组,,,,无音频
[BD]民視旅遊,https://stream1.freetv.fun/min-shi-lu-you-6.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210223228622836_46.png,8.669,未分组,h264,1920x1080,30.0,有音频
[HD]大爱2 *c[geo-blocked],https://stream1.freetv.fun/da-ai-2--c-1.ctv,网络源,https://epg.pw/media/images/channel/2015/05/21/large/20150521014333336253_94.png,1.328,未分组,h264,1280x720,25.0,有音频
[BD]中天新聞,https://stream1.freetv.fun/zhong-tian-xin-wen-15.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,4.778,未分组,h264,1920x1080,30.0,有音频
[BD]龍華日韓劇,https://stream1.freetv.fun/long-hua-ri-han-ju-3.ctv,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711230359148592_68.jpg,1.423,未分组,h264,1280x720,25.0,有音频
[SD]elta爱尔达体育3 *c[geo-blocked],https://stream1.freetv.fun/8a71aabd2c8bbc57a9314cbbb5983916471ee08f03caeb9ff1268b19808f5fad.ctv,网络源,https://epg.pw/media/images/channel/2023/07/19/large/20230719113544608832_44.png,1.952,未分组,h264,1280x720,25.0,有音频
[HD]中天娱乐[geo-blocked],https://stream1.freetv.fun/zhong-tian-yu-le-5.m3u8,网络源,https://epg.pw/media/images/channel/2016/01/14/large/20160114210645647968_28.jpg,2.552,未分组,h264,1280x720,25.0,有音频
[BD]靖天電影,https://stream1.freetv.fun/jing-tian-dian-ying-7.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211600121903_76.png,1.264,未分组,h264,1280x720,25.0,有音频
[BD]中視新聞,https://stream1.freetv.fun/zhong-shi-xin-wen-7.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164553238162_16.png,1.554,未分组,h264,1280x720,25.0,有音频
[BD]靖天歡樂,https://stream1.freetv.fun/jing-tian-huan-le-5.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211755214321_72.png,3.721,未分组,h264,1920x1080,30.0,有音频
[BD]好消息2,https://stream1.freetv.fun/hao-xiao-xi-2-6.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126211024028574_31.jpg,4.730,未分组,h264,1920x1080,30.0,有音频
[BD]中視新聞,https://stream1.freetv.fun/zhong-shi-xin-wen-6.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164553238162_16.png,3.084,未分组,h264,1920x1080,30.0,有音频
[BD]tvbs新聞 *wj,https://stream1.freetv.fun/tvbsxin-wen---wj-2.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055934838968_50.png,1.412,未分组,h264,1280x720,25.0,有音频
[BD]dazn 2[geo-blocked],https://stream1.freetv.fun/8506e012695070b47955ab743e8ffd08ce4209590ffa84d4739ff426cf074db0.ctv,网络源,https://epg.pw/media/images/channel/2024/04/24/large/20240424025006167243_40.png,6.385,未分组,,,,无音频
[SD]tennis channel,https://stream1.freetv.fun/c8416ffba3a96a7351807ead20b07aee0f877810370cc06b30078c08c9847123.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,4.480,未分组,h264,1920x1080,25.0,有音频
[BD]國會 2[geo-blocked],https://stream1.freetv.fun/guo-hui--2-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/13/large/20220513171909653190_67.jpg,7.291,未分组,h264,1280x720,30.0,有音频
[SD]tvbs歡樂 *wj,https://stream1.freetv.fun/tvbshuan-le---wj-2.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055954129777_18.png,1.338,未分组,h264,1280x720,25.0,有音频
[BD]eltv生活英語,https://stream1.freetv.fun/2dc2a010f2dbafbccb069634186fe6269dfbef8e1e7128fffc8cbb77c94d0a13.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718011639702320_80.jpg,8.221,未分组,h264,1920x1080,30.0,有音频
[BD]龍華電影[geo-blocked],https://stream1.freetv.fun/long-hua-dian-ying-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170416278600_34.png,5.065,未分组,h264,1920x1080,30.0,有音频
[HD]民视,https://stream1.freetv.fun/min-shi-11.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724151437383611_37.png,18.722,未分组,h264,1280x720,30.0,有音频
[BD]靖天育樂,https://stream1.freetv.fun/jing-tian-yu-le-6.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211234557699_27.png,6.110,未分组,h264,1920x1080,30.0,有音频
[BD]好消息2,https://stream1.freetv.fun/hao-xiao-xi-2-7.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126211024028574_31.jpg,4.237,未分组,h264,1920x1080,30.0,有音频
[BD]smart知識[geo-blocked],https://stream1.freetv.fun/smartzhi-shi-2.m3u8,网络源,https://epg.pw/media/images/channel/2020/02/21/large/20200221060157435152_28.png,9.371,未分组,h264,1920x1080,30.0,有音频
[BD]好消息2[geo-blocked],https://stream1.freetv.fun/hao-xiao-xi-2-8.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126211024028574_31.jpg,5.216,未分组,h264,1920x1080,30.0,有音频
[BD]中視經典,https://stream1.freetv.fun/zhong-shi-jing-dian-6.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711221628321961_26.jpg,2.685,未分组,h264,1280x720,30.0,有音频
[BD]中天綜合,https://stream1.freetv.fun/zhong-tian-zong-he-2.ctv,网络源,https://epg.pw/media/images/channel/2019/01/15/large/20190115233042115640_98.jpg,5.479,未分组,,,,无音频
[BD]爱尔达影剧 *c[geo-blocked],https://stream1.freetv.fun/ai-er-da-ying-ju---c-1.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164626707363_81.png,1.400,未分组,h264,1280x720,25.0,有音频
[BD]inews 新聞 *wj,https://stream1.freetv.fun/inewsxin-wen---wj-1.ctv,网络源,https://epg.pw/media/images/channel/2022/11/27/large/20221127005733419108_21.jpg,1.379,未分组,h264,1280x720,25.0,有音频
[BD]靖天資訊,https://stream1.freetv.fun/jing-tian-zi-xun-7.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211439196918_86.png,8.399,未分组,h264,1920x1080,30.0,有音频
[BD]台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122123940121042_91.png,8.571,未分组,h264,1920x1080,30.0,有音频
[BD]mezzo live,https://stream1.freetv.fun/mezzo-live-8.m3u8,网络源,https://epg.pw/media/images/channel/2024/08/14/large/20240814094908863860_80.png,1.261,未分组,h264,1280x720,25.0,有音频
[BD]台視新聞[geo-blocked],https://stream1.freetv.fun/tai-shi-xin-wen-7.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122123940121042_91.png,4.621,未分组,h264,1920x1080,30.0,有音频
[BD]豬哥亮歌廳秀,https://stream1.freetv.fun/zhu-ge-liang-ge-ting-xiu-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/10/22/large/20241022022602435323_42.jpg,6.120,未分组,h264,1920x1080,30.0,有音频
[BD]台灣戲劇,https://stream1.freetv.fun/tai-wan-xi-ju-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222715150771_24.png,3.548,未分组,h264,1920x1080,30.0,有音频
[BD]台灣戲劇[geo-blocked],https://stream1.freetv.fun/tai-wan-xi-ju-6.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222715150771_24.png,5.721,未分组,h264,1920x1080,30.0,有音频
[BD]年代新闻 *c[geo-blocked],https://stream1.freetv.fun/nian-dai-xin-wen---c-1.ctv,网络源,https://epg.pw/media/img/logo/2013/10/30/8889e6b27f2bf5143f6c0f3b0ec452f6.jpg,1.261,未分组,h264,1280x720,25.0,有音频
[BD]momo親子,https://stream1.freetv.fun/momoqin-zi-1.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/bda3f89bec11e28ca511fc0f90e21ab3.jpg,2.615,未分组,h264,1920x1080,30.0,有音频
[BD]龍華卡通[geo-blocked],https://stream1.freetv.fun/long-hua-qia-tong-5.m3u8,网络源,https://epg.pw/media/images/channel/2024/08/14/large/20240814095345451215_38.png,3.883,未分组,h264,1280x720,30.0,有音频
[BD]公視戲劇,https://stream1.freetv.fun/gong-shi-xi-ju-7.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/11/large/20210111204548266167_97.png,1.426,未分组,h264,1280x720,25.0,有音频
[BD]八大綜藝,https://stream1.freetv.fun/ba-da-zong-yi-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/12/07/large/20231207033636715896_75.png,4.531,未分组,h264,1920x1080,30.0,有音频
[HD]xplore channel,https://stream1.freetv.fun/d79f65418a5872af77395ca2c844336a9e43da202a39e86396f14a863b483613.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,0.884,未分组,h264,1280x720,30.0,有音频
[BD]中天新聞,https://stream1.freetv.fun/zhong-tian-xin-wen-9.ctv,网络源,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,5.399,未分组,,,,无音频
[BD]mezzo live,https://stream1.freetv.fun/mezzo-live-4.m3u8,网络源,https://epg.pw/media/images/channel/2024/08/14/large/20240814094908863860_80.png,4.431,未分组,h264,1280x720,30.0,有音频
[BD]龙华洋片 *c[geo-blocked],https://stream1.freetv.fun/long-hua-yang-pian---c-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724165853232167_47.png,1.526,未分组,h264,1280x720,25.0,有音频
[BD]中天娛樂[geo-blocked],https://stream1.freetv.fun/zhong-tian-yu-le-1.ctv,网络源,https://epg.pw/media/images/channel/2016/01/14/large/20160114210645647968_28.jpg,5.596,未分组,,,,无音频
[BD]金光布袋戲,https://stream1.freetv.fun/jin-guang-bu-dai-xi-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/03/large/20230703010822122677_34.jpeg,1.411,未分组,h264,1280x720,25.0,有音频
[BD]东森综合 *c[geo-blocked],https://stream1.freetv.fun/dong-sen-zong-he---c-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105831030948_83.png,1.783,未分组,h264,1280x720,25.0,有音频
[BD]龙华经典 *c[geo-blocked],https://stream1.freetv.fun/long-hua-jing-dian---c-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170642383978_17.png,2.190,未分组,h264,1280x720,25.0,有音频
[BD]龍華日韓劇[geo-blocked],https://stream1.freetv.fun/long-hua-ri-han-ju-4.ctv,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711230359148592_68.jpg,1.402,未分组,h264,1280x720,25.0,有音频
[BD]好消息2[geo-blocked],https://stream1.freetv.fun/hao-xiao-xi-2-11.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126211024028574_31.jpg,4.623,未分组,h264,1920x1080,30.0,有音频
[BD]民視台灣,https://stream1.freetv.fun/min-shi-tai-wan-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724151611469778_92.png,7.319,未分组,h264,1920x1080,30.0,有音频
[BD]台視,https://stream1.freetv.fun/tai-shi-7.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/09/29/20150929121750759037_14.jpg,3.558,未分组,h264,1920x1080,30.0,有音频
[BD]國會 1,https://stream1.freetv.fun/guo-hui--1-9.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/13/large/20220513171825260672_88.jpg,4.223,未分组,h264,1920x1080,30.0,有音频
[BD]中視經典,https://stream1.freetv.fun/zhong-shi-jing-dian-7.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711221628321961_26.jpg,8.037,未分组,h264,1280x720,30.0,有音频
[VGA]八大娱乐,https://stream1.freetv.fun/ba-da-yu-le-2.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720155149409828_90.png,19.997,未分组,h264,854x480,30.0,有音频
[BD]龍華偶像 *wj,https://stream1.freetv.fun/long-hua-ou-xiang---wj-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170246686943_42.png,1.294,未分组,h264,1280x720,25.0,有音频
[BD]mezzo live,https://stream1.freetv.fun/mezzo-live-2.m3u8,网络源,https://epg.pw/media/images/channel/2024/08/14/large/20240814094908863860_80.png,6.283,未分组,h264,1280x720,30.0,有音频
[BD]elta娛樂,https://stream1.freetv.fun/fdb48d62adf7e03cdac9a8fa129dac310bd27ae9ce7386e40e52e703dec9bd20.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/03/large/20220803160524435551_37.jpg,5.207,未分组,h264,1920x1080,30.0,有音频
[BD]中天新聞[geo-blocked],https://stream1.freetv.fun/zhong-tian-xin-wen-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,1.347,未分组,h264,1280x720,25.0,有音频
[BD]寰宇新聞[geo-blocked],https://stream1.freetv.fun/huan-yu-xin-wen-10.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134624405697_90.png,3.840,未分组,h264,1920x1080,30.0,有音频
[HD]中视新闻 *c[geo-blocked],https://stream1.freetv.fun/zhong-shi-xin-wen---c-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711221833273953_43.jpg,1.276,未分组,h264,1280x720,25.0,有音频
[BD]人間衛視,https://stream1.freetv.fun/ren-jian-wei-shi-4.m3u8,网络源,https://epg.pw/media/img/logo/1_164.jpg,10.999,未分组,h264,1920x1080,30.0,有音频
[BD]采昌影劇,https://stream1.freetv.fun/cai-chang-ying-ju-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/03/large/20220803165226227722_22.jpg,2.858,未分组,h264,1920x1080,30.0,有音频
[BD]東森幼幼yoyo tv *wj,https://stream1.freetv.fun/dong-sen-you-you-yoyo-tv--wj-1.ctv,网络源,https://epg.pw/media/images/channel/2022/10/24/large/20221024221936025013_58.jpg,1.269,未分组,h264,1280x720,25.0,有音频
[BD]亞洲旅遊[geo-blocked],https://stream1.freetv.fun/ya-zhou-lu-you-6.m3u8,网络源,https://epg.pw/media/images/channel/2018/03/11/large/20180311221333244935_31.png,1.268,未分组,h264,1280x720,25.0,有音频
[BD]smart知識,https://stream1.freetv.fun/smartzhi-shi-1.m3u8,网络源,https://epg.pw/media/images/channel/2020/02/21/large/20200221060157435152_28.png,6.596,未分组,h264,1920x1080,30.0,有音频
[HD]tvbs asia *wj,https://stream1.freetv.fun/tvbs-asia--wj-1.ctv,网络源,https://epg.pw/media/images/channel/2022/03/02/large/20220302213708363097_69.jpg,1.554,未分组,h264,1280x720,25.0,有音频
[BD]中視菁采,https://stream1.freetv.fun/zhong-shi-jing-cai-6.m3u8,网络源,https://epg.pw/media/images/channel/2021/12/28/large/20211228171426835864_33.png,4.104,未分组,h264,1920x1080,30.0,有音频
[BD]民視第一,https://stream1.freetv.fun/min-shi-di-yi-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/23/large/20220323172047199293_67.png,4.039,未分组,h264,1920x1080,30.0,有音频
[SD]tvb entertainment *c[geo-blocked],https://stream1.freetv.fun/tvb-entertainment--c-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055954129777_18.png,1.536,未分组,h264,1280x720,25.0,有音频
[BD]tvbs新聞,https://stream1.freetv.fun/tvbsxin-wen-3.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055934838968_50.png,5.623,未分组,,,,无音频
[BD]龍華電影[geo-blocked],https://stream1.freetv.fun/long-hua-dian-ying-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170416278600_34.png,4.288,未分组,h264,1920x1080,30.0,有音频
[HD]dnj tv,https://stream1.freetv.fun/dnj-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/14/large/20220514164856280242_81.png,4.760,未分组,h264,1280x720,30.0,有音频
[BD]channel s music,https://stream1.freetv.fun/34d0d75aa919812ee1cef55b1ef4bcb5e542fd657fb495fc4458d2422eb8ef14.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,2.081,未分组,h264,1920x1080,25.0,有音频
[BD]中視,https://stream1.freetv.fun/zhong-shi-10.ctv,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126214137329410_57.jpg,5.380,未分组,,,,无音频
[BD]民視旅遊,https://stream1.freetv.fun/min-shi-lu-you-7.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210223228622836_46.png,1.411,未分组,h264,1280x720,25.0,有音频
[BD]love nature,https://stream1.freetv.fun/fcb4f4849136f98ed253e6be8bdace33ba0ed547191b5ca4ada25417a14964f6.m3u8,网络源,https://epg.pw/media/images/channel/2023/02/05/large/20230205151332194260_50.jpg,3.855,未分组,h264,1920x1080,30.0,有音频
[HD]discovery(tw) *s[geo-blocked],https://stream1.freetv.fun/f8f3291157659f4b82903303107caf2a72c625f9bc33c8c0e144c44470933ab4.m3u8,网络源,https://epg.pw/media/images/channel/2023/08/05/large/20230805000246427864_44.png,2.450,未分组,h264,1280x720,29.97002997002997,有音频
[BD]fun探索娛樂,https://stream1.freetv.fun/c00adb9ff3143b585ae04d8795455809c009818692d3a404079d473f4973e343.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718012701691568_25.png,4.545,未分组,h264,1920x1080,30.0,有音频
[BD]好萊塢電影,https://stream1.freetv.fun/hao-lai-wu-dian-ying-2.ctv,网络源,https://epg.pw/media/images/channel/2020/03/22/large/20200322222731913909_79.png,5.394,未分组,,,,无音频
[HD]博斯高球二,https://stream1.freetv.fun/bo-si-gao-qiu-er-3.ctv,网络源,https://epg.pw/media/img/logo/2013/10/30/b6b542af76a22d8bb07bcf8a92aa155f.jpg,12.525,未分组,h264,1280x720,29.97002997002997,有音频
[BD]非凡商業,https://stream1.freetv.fun/fei-fan-shang-ye-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/14/large/20220514163601233713_40.jpg,3.164,未分组,h264,1920x1080,30.0,有音频
[HD]东森新闻,https://stream1.freetv.fun/dong-sen-xin-wen-2.ctv,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105958907992_29.png,13.555,未分组,h264,1280x720,30.0,有音频
[BD]靖天育樂,https://stream1.freetv.fun/jing-tian-yu-le-5.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211234557699_27.png,8.004,未分组,h264,1920x1080,30.0,有音频
[BD]影迷數位電影,https://stream1.freetv.fun/ying-mi-shu-wei-dian-ying-1.m3u8,网络源,https://epg.pw/media/images/channel/2025/08/01/large/20250801024940463178_43.jpeg,9.764,未分组,h264,1920x1080,30.0,有音频
[BD]緯來育樂[geo-blocked],https://stream1.freetv.fun/wei-lai-yu-le-5.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164810377610_27.png,5.391,未分组,,,,无音频
[BD]亞洲旅遊,https://stream1.freetv.fun/ya-zhou-lu-you-5.ctv,网络源,https://epg.pw/media/images/channel/2018/03/11/large/20180311221333244935_31.png,5.478,未分组,,,,无音频
[BD]民視綜藝,https://stream1.freetv.fun/min-shi-zong-yi-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210223807030725_31.png,6.459,未分组,h264,1920x1080,30.0,有音频
[BD]东森财经新闻 *c[geo-blocked],https://stream1.freetv.fun/dong-sen-cai-jing-xin-wen---c-1.ctv,网络源,https://epg.pw/media/images/channel/2023/06/14/large/20230614213306996395_10.jpg,1.269,未分组,h264,1280x720,25.0,有音频
[BD]華視[geo-blocked],https://stream1.freetv.fun/hua-shi-16.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164257585081_80.png,4.810,未分组,h264,1920x1080,30.0,有音频
[BD]民視台灣 *wj,https://stream1.freetv.fun/min-shi-tai-wan---wj-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724151611469778_92.png,2.190,未分组,h264,1280x720,25.0,有音频
[BD]中視菁采,https://stream1.freetv.fun/zhong-shi-jing-cai-4.m3u8,网络源,https://epg.pw/media/images/channel/2021/12/28/large/20211228171426835864_33.png,2.806,未分组,h264,1920x1080,30.0,有音频
[BD]寰宇新聞台灣[geo-blocked],https://stream1.freetv.fun/huan-yu-xin-wen-tai-wan-7.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134538350977_27.png,5.008,未分组,h264,1920x1080,30.0,有音频
[BD]eye 戲劇 *wj,https://stream1.freetv.fun/9ec988dac6b381fd6a0dcdb29a58e2340e0d2b9deb32d8288fd9447602ca15a6.ctv,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718001716954288_87.jpg,1.779,未分组,h264,1280x720,25.0,有音频
[BD]民視第一,https://stream1.freetv.fun/min-shi-di-yi-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/23/large/20220323172047199293_67.png,4.422,未分组,h264,1920x1080,30.0,有音频
[BD]東森綜合,https://stream1.freetv.fun/dong-sen-zong-he-5.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2017/01/01/20170101141958889491_89.jpg,5.368,未分组,,,,无音频
[HD]台视综合,https://stream1.freetv.fun/tai-shi-zong-he-2.ctv,网络源,https://epg.pw/media/images/channel/2023/10/07/large/20231007173906735735_65.png,16.587,未分组,h264,1280x720,30.0,有音频
[BD]龍華電影,https://stream1.freetv.fun/long-hua-dian-ying-7.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170416278600_34.png,1.310,未分组,h264,1280x720,25.0,有音频
[BD]rock entertainment *c[geo-blocked],https://stream1.freetv.fun/rock-entertainment--c-1.ctv,网络源,https://epg.pw/media/images/channel/2022/03/18/large/20220318090618776046_10.png,1.529,未分组,h264,1280x720,25.0,有音频
[HD]food network,https://stream1.freetv.fun/a8fa14dd6b78c04e5135b2f0d7d85309a07247197e9d7d6d1427af329b49583c.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/27/large/20220827225917116348_71.png,2.321,未分组,h264,1280x720,25.0,有音频
[HD]东森洋片 *c[geo-blocked],https://stream1.freetv.fun/dong-sen-yang-pian---c-1.ctv,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126212617272813_69.jpg,1.306,未分组,h264,1280x720,25.0,有音频
[BD]dazn 1,https://stream1.freetv.fun/ddadbcd70a5f42b6c4c29a50208a71b0afae35f39f092f79690039b8adced961.ctv,网络源,https://epg.pw/media/images/channel/2024/04/24/large/20240424024936868909_61.png,5.975,未分组,,,,无音频
[BD]三立inews[geo-blocked],https://stream1.freetv.fun/san-li-inews-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/27/large/20221127005733419108_21.jpg,7.291,未分组,h264,1920x1080,29.97002997002997,有音频
[BD]好萊塢電影 *wj,https://stream1.freetv.fun/hao-lai-wu-dian-ying---wj-3.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720204948549014_27.png,1.551,未分组,h264,1280x720,25.0,有音频
[BD]好消息2[geo-blocked],https://stream1.freetv.fun/hao-xiao-xi-2-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126211024028574_31.jpg,7.315,未分组,h264,1920x1080,30.0,有音频
[BD]rock entertainment,https://stream1.freetv.fun/rock-entertainment-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/18/large/20220318090618776046_10.png,5.784,未分组,h264,1920x1080,30.0,有音频
[BD]影迷數位電影,https://stream1.freetv.fun/ying-mi-shu-wei-dian-ying-6.m3u8,网络源,https://epg.pw/media/images/channel/2025/08/01/large/20250801024940463178_43.jpeg,1.562,未分组,h264,1280x720,25.0,有音频
[VGA]寰宇财经,https://stream1.freetv.fun/huan-yu-cai-jing-3.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720210902132399_36.png,11.549,未分组,h264,854x480,29.97002997002997,有音频
[BD]tvbs欢乐,https://stream1.freetv.fun/tvbshuan-le-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055954129777_18.png,12.300,未分组,hevc,1920x1080,25.0,有音频
[BD]博斯高球ii,https://stream1.freetv.fun/bo-si-gao-qiu-ii-2.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/b6b542af76a22d8bb07bcf8a92aa155f.jpg,5.398,未分组,h264,1920x1080,30.0,有音频
[BD]东森美洲新闻台,https://stream1.freetv.fun/dong-sen-mei-zhou-xin-wen-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/08/large/20220308133519318409_56.jpg,1.787,未分组,h264,1920x1080,29.97002997002997,有音频
[BD]tvbs欢乐 *c[geo-blocked],https://stream1.freetv.fun/tvbshuan-le---c-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055954129777_18.png,1.311,未分组,h264,1280x720,25.0,有音频
[BD]緯來體育[geo-blocked],https://stream1.freetv.fun/wei-lai-ti-yu-3.ctv,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105618864183_26.png,5.388,未分组,,,,无音频
[BD]民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-17.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506171601310367_14.png,0.963,未分组,h264,1920x1080,29.97002997002997,有音频
[HD]lifetime east,https://stream1.freetv.fun/395124f2042462e04665baa1fdd67a74f47418da254b1fa536a7a610f43af2ab.m3u8,网络源,https://epg.pw/media/images/channel/2024/04/28/large/20240428174927817268_88.png,3.039,未分组,h264,1280x720,59.94005994005994,有音频
[BD]華視[geo-blocked],https://stream1.freetv.fun/hua-shi-7.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164257585081_80.png,3.857,未分组,h264,1920x1080,30.0,有音频
[BD]好消息,https://stream1.freetv.fun/hao-xiao-xi-7.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126210954040708_43.jpg,4.430,未分组,h264,1920x1080,30.0,有音频
[BD]dreamworks,https://stream1.freetv.fun/b047acfea14eb21623ee2777d2f33059a0fd0272c6ddeb794fe439d0e4cc9fd1.m3u8,网络源,https://epg.pw/media/images/channel/2024/07/28/large/20240728161448236768_71.png,6.369,未分组,h264,1920x1080,30.0,有音频
[BD]民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-16.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506171601310367_14.png,6.540,未分组,h264,1920x1080,30.0,有音频
[HD]corfu channel,https://stream1.freetv.fun/e2dc81ff8f352cbac97840c97f259a8dd27636e505d1b6934687126296e75f5a.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,3.410,未分组,h264,1280x720,30.0,有音频
[BD]台視,https://stream1.freetv.fun/tai-shi-8.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/09/29/20150929121750759037_14.jpg,5.370,未分组,,,,无音频
[BD]金光布袋戲,https://stream1.freetv.fun/jin-guang-bu-dai-xi-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/03/large/20230703010822122677_34.jpeg,3.530,未分组,h264,1920x1080,30.0,有音频
