频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
[BD]cctv14,https://stream1.freetv.fun/cctv14-71.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001539178535_27.png,2.596,未分组,h264,1920x1080,25.0,有音频,0.0
[BD]cctv16,https://stream1.freetv.fun/cctv16-47.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001520864227_20.jpg,0.999,未分组,h264,1920x1080,25.0,有音频,0.4219
[HD]cbs news 24/7,https://stream1.freetv.fun/cbs-news-24-7-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,1.482,未分组,h264,1280x720,25.0,有音频,0.6406
[BD]cctv4,https://stream1.freetv.fun/cctv4-21.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001925822086_33.png,17.888,未分组,,,,无音频,0.0
æµ™æ±ŸèˆŸå±±ä¸œæå²›,https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8,网络源,,2.966,未分组,h264,1280x720,25.0,有音频,0.875
[BD]cctv14-gq,https://stream1.freetv.fun/cctv14-gq-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001539178535_27.png,5.197,未分组,h264,1920x1080,50.0,有音频,0.0
é’å²›å´‚å±±åŒç¦,https://gcalic.v.myalicdn.com/gc/qdls03_1/index.m3u8,网络源,,3.252,未分组,h264,1280x720,25.0,有音频,0.625
[HD]antena 1 ro,https://stream1.freetv.fun/antena-1-ro-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/09/08/20150908163318013117_92.jpg,1.501,未分组,h264,1280x720,25.0,有音频,0.7031
[HD]bravo =,https://stream1.freetv.fun/bravo-2.ctv,网络源,https://epg.pw/media/images/channel/2023/02/12/large/20230212225528892223_79.png,1.292,未分组,h264,1280x720,59.94005994005994,有音频,0.3594
[BD]bbs,https://stream1.freetv.fun/bbs-1.ctv,网络源,https://epg.pw/media/images/channel/2022/12/24/large/20221224164857101551_15.jpeg,5.217,未分组,h264,1920x1080,29.97002997002997,有音频,0.4688
[BD]bergamo tv,https://stream1.freetv.fun/bergamo-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/09/large/20220509151246539204_10.jpg,2.500,未分组,h264,1920x1080,25.0,有音频,0.5625
[BD]cctv3,https://stream1.freetv.fun/cctv3-52.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001936710108_56.png,2.551,未分组,h264,1920x1080,25.0,有音频,0.0
[SD]2x2,https://stream1.freetv.fun/2x2-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174911048523_97.png,2.519,未分组,h264,720x576,50.0,有音频,0.5156
[HD]astro premier league *v[geo-blocked],https://stream1.freetv.fun/astro-premier-league--v-1.ctv,网络源,https://epg.pw/media/images/channel/2024/10/28/large/20241028154405349622_26.png,4.308,未分组,h264,1920x1080,50.0,有音频,0.4844
[BD]bollywood[geo-blocked],https://stream1.freetv.fun/bollywood-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164739314866_74.png,1.904,未分组,h264,640x360,25.0,有音频,0.6562
[HD]rightnow tv,https://stream1.freetv.fun/rightnow-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020526894544_12.png,1.515,未分组,h264,1280x720,25.0,有音频,0.6719
[SD]al masar tv,https://stream1.freetv.fun/al-masar-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613182249433693_39.png,3.554,未分组,h264,1024x576,25.0,有音频,0.5469
[SD]6 tv telugu[geo-blocked],https://stream1.freetv.fun/6-tv-telugu-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/13/large/20211113231451135104_32.png,9.914,未分组,h264,424x240,25.0,有音频,0.5938
[BD]ช่อง game plus,https://stream1.freetv.fun/ch-ng-game-plus-1.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,0.950,未分组,h264,1280x720,29.97002997002997,有音频,0.5469
[BD]manatee schools television mstv (manatee county fl) (1080p),https://stream1.freetv.fun/manatee-schools-television-mstv-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,4.576,未分组,h264,640x360,30.0,有音频,0.5625
[BD]al arabiya,https://stream1.freetv.fun/al-arabiya-2.m3u8,网络源,https://epg.pw/media/img/logo/AL_Arabiya.PNG,1.530,未分组,h264,1280x720,25.0,有音频,0.3594
[SD]great american country,https://stream1.freetv.fun/great-american-country-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/12/10/20141210103012478893_82.jpg,6.799,未分组,h264,960x540,29.97002997002997,有音频,0.6875
[SD]auto motor sport,https://stream1.freetv.fun/auto-motor-sport-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/08/09/20170809042132191729_22.jpg,2.182,未分组,h264,426x240,30.0,有音频,0.5312
[BD]al jazeera news,https://stream1.freetv.fun/al-jazeera-news-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/04/large/20230904160018056594_85.png,4.713,未分组,h264,426x240,25.0,有音频,0.4531
[BD]cctv17hd,https://stream1.freetv.fun/cctv17hd-1.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001508671387_16.jpg,0.714,未分组,h264,1920x1080,25.0,有音频,0.5938
[BD]armenia 1,https://stream1.freetv.fun/armenia-1-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/01/14/20170114235036853927_27.png,2.870,未分组,h264,1920x1080,25.0,有音频,0.6094
[HD]coral gables television,https://stream1.freetv.fun/coral-gables-television-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,1.505,未分组,h264,1280x720,25.0,有音频,0.7812
[BD]cctv12,https://stream1.freetv.fun/cctv12-35.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001556307504_11.png,2.364,未分组,h264,1920x1080,25.0,有音频,0.0
[HD]abc news live 10,https://stream1.freetv.fun/abc-news-live-10-1.m3u8,网络源,https://epg.pw/media/,1.558,未分组,h264,1280x720,29.97002997002997,有音频,0.6719
[BD]us amc,https://stream1.freetv.fun/us-amc-1.ctv,网络源,https://epg.pw/media/images/channel/2018/01/18/large/20180118210133904705_73.png,1.335,未分组,h264,1920x1080,29.97002997002997,有音频,0.5938
[BD]al jazeera mubasher broadcast 2,https://stream1.freetv.fun/al-jazeera-mubasher-broadcast-2-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174154957657_95.png,1.505,未分组,h264,1280x720,25.0,有音频,0.5938
[HD]ns home shopping,https://stream1.freetv.fun/ns-home-shopping-1.m3u8,网络源,https://epg.pw/media/,1.516,未分组,h264,1280x720,25.0,有音频,0.375
[VGA]atomic tv,https://stream1.freetv.fun/atomic-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/04/30/20170430212545690136_35.jpg,1.518,未分组,h264,1280x720,25.0,有音频,0.6406
[HD]pluto tv animaux,https://stream1.freetv.fun/pluto-tv-animaux-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/04/19/large/20240419014406169987_83.PNG,2.243,未分组,h264,426x240,30.0,有音频,0.3281
äº‘å—å¤§ç†å´‡åœ£å¯ºä¸‰å¡”ä¸­æ™¯,https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8,网络源,,2.948,未分组,h264,1280x720,25.0,有音频,0.6719
[BD]cctv12 *wj,https://stream1.freetv.fun/cctv12--wj-1.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001556307504_11.png,3.466,未分组,h264,1920x1080,25.0,有音频,0.5938
[BD]biz tv,https://stream1.freetv.fun/biz-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/12/14/20151214024323374879_30.png,1.598,未分组,h264,1280x720,25.0,有音频,0.4531
[HD]cctv-10,https://stream1.freetv.fun/cctv-10-13.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001612572151_13.png,3.705,未分组,h264,1280x720,25.0,有音频,0.4219
[BD]omega,https://stream1.freetv.fun/omega-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173919918900_64.png,1.492,未分组,h264,1280x720,25.0,有音频,0.4219
[BD]latina noticias,https://stream1.freetv.fun/latina-noticias-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/13/large/20211113231346808634_39.png,8.040,未分组,h264,426x240,30.0,有音频,0.5781
[BD]cctv2,https://stream1.freetv.fun/cctv2-71.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001945876001_87.png,4.212,未分组,hevc,1920x1080,25.0,有音频,0.7656
[HD]abc news live 6,https://stream1.freetv.fun/abc-news-live-6-1.m3u8,网络源,https://epg.pw/media/,1.469,未分组,h264,1280x720,29.97002997002997,有音频,0.75
[HD]fifa plus italy[geo-blocked],https://stream1.freetv.fun/fifa-plus-italy-1.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,4.581,未分组,h264,1280x720,29.97002997002997,有音频,0.9219
æ±Ÿè‹-å¾å·äº‘é¾™æ¹–è§‚æ™¯å°è¥¿,https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8?contentid=2820180516001,网络源,,3.128,未分组,h264,1920x1080,25.0,有音频,0.9375
[SD]cctv2[geo-blocked],https://stream1.freetv.fun/cctv2-64.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001945876001_87.png,1.487,未分组,h264,1280x720,25.0,有音频,0.6094
é›…å®‰æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/ya-an-xin-wen-zong-he-1.m3u8,网络源,,4.865,未分组,h264,1920x1080,25.0,有音频,0.4844
[SD]outdoor america,https://stream1.freetv.fun/outdoor-america-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174407806332_73.png,2.473,未分组,h264,384x216,29.97002997002997,有音频,0.6562
[BD]aura,https://stream1.freetv.fun/aura-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/24/large/20210624003930806033_58.png,1.312,未分组,h264,1920x1080,25.0,有音频,0.5781
[BD]al sharqiya news,https://stream1.freetv.fun/al-sharqiya-news-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174746429595_47.png,1.476,未分组,h264,1280x720,25.0,有音频,0.4375
[BD]btv,https://stream1.freetv.fun/btv-4.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/26/large/20210626150218508620_73.png,14.717,未分组,h264,,,有音频,0.5
æ±Ÿè‹å¾å·äº‘é¾™æ¹–é£æ™¯åŒºäº‘é¾™å±±è§‚æ™¯å°è¥¿,https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8,网络源,,3.000,未分组,h264,1920x1080,25.0,有音频,0.9219
[VGA]9xm,https://stream1.freetv.fun/9xm-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164541022982_17.png,1.347,未分组,h264,640x360,25.0,有音频,0.5156
[BD]cctv3-gq,https://stream1.freetv.fun/cctv3-gq-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001936710108_56.png,4.167,未分组,h264,1920x1080,50.0,有音频,0.0
[BD]bloomberg originals[geo-blocked],https://stream1.freetv.fun/bloomberg-originals-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/22/large/20221122143643242989_22.png,13.140,未分组,h264,384x216,29.97002997002997,有音频,0.6094
[HD]boomerang ==,https://stream1.freetv.fun/boomerang-12.ctv,网络源,https://epg.pw/media/images/channel/2025/01/30/large/20250130005610442704_21.png,1.617,未分组,h264,1920x1080,59.94005994005994,有音频,0.5469
[SD]amedia hit,https://stream1.freetv.fun/amedia-hit-3.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174139582341_36.png,1.514,未分组,h264,1280x720,25.0,有音频,0.6094
[BD]cctv13hd,https://stream1.freetv.fun/cctv13hd-1.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001548035027_74.png,0.722,未分组,h264,1920x1080,25.0,有音频,0.5781
[BD]hell's kitchen germany,https://stream1.freetv.fun/hell-s-kitchen-germany-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/13/20150213031809681089_50.jpg,6.858,未分组,h264,1920x1080,25.0,有音频,0.6562
[BD]catholic tv,https://stream1.freetv.fun/catholic-tv-1.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/5ecf5c1d66f3f71ed8088b49e763c19c.png,1.512,未分组,h264,1920x1080,29.97002997002997,有音频,0.2188
[HD]amasia,https://stream1.freetv.fun/amasia-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/17/20150717074143180221_67.jpg,3.700,未分组,h264,1280x720,29.97002997002997,有音频,0.5938
æ³°å±±å¤ªå¹³å²­,https://gcalic.v.myalicdn.com/gc/hkts09_1/index.m3u8,网络源,,2.854,未分组,h264,1280x720,25.0,有音频,0.5312
[SD]4more uk ==,https://stream1.freetv.fun/4more-uk-2.ctv,网络源,https://epg.pw/media/,1.299,未分组,mpeg2video,704x576,25.0,有音频,0.5938
[SD]cbs network ==,https://stream1.freetv.fun/cbs-network-1.ctv,网络源,https://epg.pw/media/images/channel/2017/09/17/large/20170917225055829014_84.jpg,1.159,未分组,h264,960x540,29.97002997002997,有音频,0.4688
[BD]documentary plus,https://stream1.freetv.fun/documentary-plus-5.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/19/20140519052300032514_79.png,6.150,未分组,h264,384x216,29.97002997002997,有音频,0.3906
[BD]this is bulgaria,https://stream1.freetv.fun/this-is-bulgaria-1.m3u8,网络源,https://epg.pw/media/,1.471,未分组,h264,1280x720,25.0,有音频,0.6094
[BD]cctv12[geo-blocked],https://stream1.freetv.fun/cctv12-32.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001556307504_11.png,6.398,未分组,h264,1920x1080,50.0,有音频,0.5
[HD]tarang tv,https://stream1.freetv.fun/tarang-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/02/large/20210102201441051240_32.png,3.201,未分组,h264,1280x720,25.0,有音频,0.4844
[BD]amedia premium,https://stream1.freetv.fun/amedia-premium-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174418957960_87.png,1.511,未分组,h264,1280x720,25.0,有音频,0.6875
[SD]tvs flashback network (360p),https://stream1.freetv.fun/tvs-flashback-network-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173927407964_76.png,5.221,未分组,h264,488x360,23.976023976023978,有音频,0.625
[BD]afarin tv,https://stream1.freetv.fun/afarin-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/01/19/large/20220119220009305923_89.png,1.539,未分组,h264,1280x720,25.0,有音频,0.5781
[BD]mta8 america,https://stream1.freetv.fun/mta8-america-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174407806332_73.png,1.497,未分组,h264,1280x720,25.0,有音频,0.2969
[VGA]newfoundland television,https://stream1.freetv.fun/newfoundland-television-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,1.524,未分组,h264,1280x720,25.0,有音频,0.625
[BD]hell's kitchen,https://stream1.freetv.fun/hell-s-kitchen-5.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/13/20150213031809681089_50.jpg,6.245,未分组,h264,1920x1080,25.0,有音频,0.4219
[BD]cctv11,https://stream1.freetv.fun/cctv11-54.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001605278776_41.png,4.392,未分组,h264,1920x1080,25.0,有音频,0.5156
[HD]astro awani,https://stream1.freetv.fun/astro-awani-13.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/02/large/20230602231401396043_82.jpg,4.045,未分组,h264,1280x720,25.0,有音频,0.5781
[HD]cctv-17,https://stream1.freetv.fun/cctv-17-15.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001508671387_16.jpg,3.752,未分组,h264,1280x720,25.0,有音频,0.4219
[BD]bibel tv musik,https://stream1.freetv.fun/bibel-tv-musik-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173736374467_66.png,1.504,未分组,h264,1280x720,25.0,有音频,0.4375
[BD]animax,https://stream1.freetv.fun/animax-6.m3u8,网络源,https://epg.pw/media/images/channel/2024/04/05/large/20240405115758039506_43.png,1.502,未分组,h264,1280x720,25.0,有音频,0.5781
[VGA]a e east (720p),https://stream1.freetv.fun/a-e-east-3.ctv,网络源,https://epg.pw/media/images/channel/2025/01/30/large/20250130005928094199_61.png,4.585,未分组,h264,640x360,29.97002997002997,有音频,0.4688
[BD]al horreya tv,https://stream1.freetv.fun/al-horreya-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/04/21/20170421053628262694_69.jpg,1.518,未分组,h264,1280x720,25.0,有音频,0.7031
[SD]amc ==,https://stream1.freetv.fun/amc-14.ctv,网络源,https://epg.pw/media/images/channel/2018/01/18/large/20180118210133904705_73.png,1.464,未分组,h264,960x540,29.97002997002997,有音频,0.5156
[SD]5usa uk *s[geo-blocked],https://stream1.freetv.fun/5usa-uk--s-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/01/20140601214910095304_28.png,2.405,未分组,mpeg2video,704x576,25.0,有音频,0.625
[BD]bridge tv deluxe,https://stream1.freetv.fun/bridge-tv-deluxe-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175000792370_26.png,3.397,未分组,h264,1920x1080,50.0,有音频,0.6719
[HD]astro qj,https://stream1.freetv.fun/astro-qj-6.ctv,网络源,https://epg.pw/media/images/channel/2023/10/26/large/20231026184205607217_59.png,1.667,未分组,h264,1280x720,25.0,有音频,0.7031
[BD]best tv,https://stream1.freetv.fun/best-tv-2.m3u8,网络源,https://epg.pw/media/,2.936,未分组,h264,1920x1080,25.0,有音频,0.5781
[SD]arirang,https://stream1.freetv.fun/arirang-4.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/02/large/20210102201441051240_32.png,4.889,未分组,h264,1024x576,25.0,有音频,0.6406
[SD]bloomberg =,https://stream1.freetv.fun/bloomberg-7.ctv,网络源,https://epg.pw/media/images/channel/2022/11/22/large/20221122143643242989_22.png,1.335,未分组,h264,960x540,29.97002997002997,有音频,0.375
[BD]shemaroo bollywood,https://stream1.freetv.fun/shemaroo-bollywood-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164739314866_74.png,1.493,未分组,h264,1280x720,25.0,有音频,0.5625
[BD]mbc persia,https://stream1.freetv.fun/mbc-persia-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/01/18/20160118205636517119_29.jpg,9.891,未分组,h264,1280x720,25.0,有音频,0.5312
[SD]haunt tv,https://stream1.freetv.fun/haunt-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/16/20170216061058520639_81.png,4.462,未分组,h264,1920x1080,29.97002997002997,有音频,0.5781
[HD]arirang,https://stream1.freetv.fun/arirang-19.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/02/large/20210102201441051240_32.png,1.521,未分组,h264,1280x720,25.0,有音频,0.7344
[VGA]artn tv,https://stream1.freetv.fun/artn-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/09/09/20140909012316867540_85.jpg,0.974,未分组,h264,640x360,29.97002997002997,有音频,0.5469
[HD]datis tv,https://stream1.freetv.fun/datis-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/16/20170216061058520639_81.png,3.548,未分组,h264,1280x720,25.0,有音频,0.5312
[SD]30a the beach show (720p),https://stream1.freetv.fun/30a-the-beach-show-3.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106151553228539_89.png,3.956,未分组,h264,1280x720,29.97002997002997,有音频,0.6719
[HD]cctv-5 plus,https://stream1.freetv.fun/cctv-5-plus-10.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2017/03/09/20170309022754069464_75.jpg,3.887,未分组,h264,1280x720,25.0,有音频,0.375
[HD]us a e,https://stream1.freetv.fun/us-a-e-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/30/large/20250130005928094199_61.png,1.172,未分组,h264,960x540,29.97002997002997,有音频,0.5312
[HD]beverly hills television 10 (720p),https://stream1.freetv.fun/beverly-hills-television-10-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,1.037,未分组,h264,1280x720,25.0,有音频,0.4531
æ³°å±±ç™½äº‘äº­æ‚¬å´–,https://gcalic.v.myalicdn.com/gc/hkts02_1/index.m3u8,网络源,,3.129,未分组,h264,1280x720,25.0,有音频,0.5312
[HD]sbb tv,https://stream1.freetv.fun/sbb-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/12/24/large/20221224164857101551_15.jpeg,5.647,未分组,h264,1280x720,25.0,有音频,0.5781
[BD]ช่อง al jazeera english,https://stream1.freetv.fun/ch-ng-al-jazeera-english-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/04/large/20230904160018056594_85.png,1.283,未分组,h264,1920x1080,25.0,有音频,0.4219
[BD]cctv12,https://stream1.freetv.fun/cctv12-22.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001556307504_11.png,4.544,未分组,h264,1920x1080,25.0,有音频,0.0
[VGA]ace tv[geo-blocked],https://stream1.freetv.fun/ace-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/09/14/20150914203710942549_69.jpg,1.328,未分组,h264,1280x720,25.0,有音频,0.75
[HD]cbs news *wj,https://stream1.freetv.fun/cbs-news--wj-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,2.540,未分组,h264,1280x720,29.97002997002997,有音频,0.5
[HD]w shopping,https://stream1.freetv.fun/w-shopping-1.m3u8,网络源,https://epg.pw/media/,1.331,未分组,h264,1280x720,25.0,有音频,0.2344
[BD]al ghad plus,https://stream1.freetv.fun/al-ghad-plus-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613194854857183_12.png,1.509,未分组,h264,1280x720,25.0,有音频,0.5
[HD]ช่อง al jazeera,https://stream1.freetv.fun/ch-ng-al-jazeera-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/04/large/20230904160018056594_85.png,0.854,未分组,h264,1280x720,25.0,有音频,0.7031
[VGA]balkan türk,https://stream1.freetv.fun/balkan-turk-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/04/24/20170424072004119377_43.png,1.464,未分组,h264,1280x720,25.0,有音频,0.7031
[HD]bloomberg tv,https://stream1.freetv.fun/bloomberg-tv-7.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128060606937621_37.png,0.860,未分组,h264,1280x720,59.94005994005994,有音频,0.8906
[HD]bbc persian,https://stream1.freetv.fun/bbc-persian-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/01/18/20160118205636517119_29.jpg,1.115,未分组,h264,1280x720,50.0,有音频,0.6562
[BD]documentary plus,https://stream1.freetv.fun/documentary-plus-4.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/19/20140519052300032514_79.png,6.034,未分组,h264,,,有音频,0.4688
æ–°ç–†ï½œå·´éŸ³éƒ­æ¥å·,http://file.loulannews.cn/nmip-media/channellive/channel104199/playlist.m3u8,网络源,,2.976,未分组,h264,1920x1080,25.0,有音频,0.4531
[SD]brat tv (720p) [geo-blocked],https://stream1.freetv.fun/brat-tv-1.m3u8,网络源,https://epg.pw/media/,5.569,未分组,h264,1920x1080,29.97002997002997,有音频,0.6719
[VGA]aastha tamil,https://stream1.freetv.fun/aastha-tamil-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164217864665_19.png,4.793,未分组,h264,704x396,25.0,有音频,0.3906
[BD]b4u movies,https://stream1.freetv.fun/b4u-movies-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821172129582513_25.jpg,3.374,未分组,h264,1920x1080,25.0,有音频,0.6719
[HD]billiard tv,https://stream1.freetv.fun/billiard-tv-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/12/24/large/20221224210657687848_92.jpeg,2.080,未分组,h264,854x480,30.0,有音频,0.6719
[BD]abu dhabi sports 1,https://stream1.freetv.fun/abu-dhabi-sports-1-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174925938480_69.png,1.510,未分组,h264,1280x720,25.0,有音频,0.5938
[HD]cbs news texas,https://stream1.freetv.fun/cbs-news-texas-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,2.217,未分组,h264,426x240,30.0,有音频,0.5156
[BD]jewelry television,https://stream1.freetv.fun/jewelry-television-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,1.505,未分组,h264,1280x720,25.0,有音频,0.3594
[HD]abc news live 2,https://stream1.freetv.fun/abc-news-live-2-3.m3u8,网络源,https://epg.pw/media/,1.456,未分组,h264,1280x720,29.97002997002997,有音频,0.7344
[BD]rt-doc,https://stream1.freetv.fun/rt-doc-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/01/28/20170128054248168491_56.png,13.638,未分组,h264,640x360,25.0,有音频,0.4219
[SD]tvs talk network (360p),https://stream1.freetv.fun/tvs-talk-network-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173927407964_76.png,1.733,未分组,h264,480x360,29.97002997002997,有音频,0.5938
ä¸­å¤®ç”µè§†å¡”å—,https://gcalic.v.myalicdn.com/gc/ztn_1/index.m3u8,网络源,,3.047,未分组,h264,1280x720,25.0,有音频,0.5781
[SD]bridge hits,https://stream1.freetv.fun/bridge-hits-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175000792370_26.png,4.279,未分组,h264,720x576,25.0,有音频,0.6562
[BD]at5,https://stream1.freetv.fun/at5-1.ctv,网络源,https://epg.pw/media/,1.489,未分组,h264,1280x720,25.0,有音频,0.5156
[SD]5 star uk *s[geo-blocked],https://stream1.freetv.fun/5-star-uk--s-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/01/20140601214836923490_86.png,2.425,未分组,mpeg2video,704x576,25.0,有音频,0.625
[BD]afarin tv,https://stream1.freetv.fun/afarin-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/01/19/large/20220119220009305923_89.png,1.496,未分组,h264,1280x720,25.0,有音频,0.6562
[HD]motoamerica tv,https://stream1.freetv.fun/motoamerica-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174407806332_73.png,1.526,未分组,h264,1280x720,25.0,有音频,0.5469
[VGA]aastha bhajan,https://stream1.freetv.fun/aastha-bhajan-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164217864665_19.png,1.519,未分组,h264,1280x720,25.0,有音频,0.6094
[BD]cctv13[geo-blocked],https://stream1.freetv.fun/cctv13-63.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001548035027_74.png,2.880,未分组,h264,1920x1080,50.0,有音频,0.0
[BD]bollywood[geo-blocked],https://stream1.freetv.fun/bollywood-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164739314866_74.png,2.089,未分组,h264,640x360,25.0,有音频,0.7188
