频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
[BD]atfal,https://stream1.freetv.fun/atfal-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/06/11/large/20220611224938393880_73.jpg,1.492,未分组,h264,1280x720,25.0,有音频,0.4531
[HD]big ten network,https://stream1.freetv.fun/big-ten-network-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/08/23/20140823021326930600_62.jpg,1.490,未分组,h264,1280x720,25.0,有音频,0.5938
[BD]cctv4,https://stream1.freetv.fun/cctv4-19.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001925822086_33.png,3.245,未分组,hevc,1920x1080,25.0,有音频,0.8906
[HD]cbs news new york,https://stream1.freetv.fun/cbs-news-new-york-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,1.544,未分组,h264,1280x720,25.0,有音频,0.5156
[SD]arirang tv (1080p),https://stream1.freetv.fun/arirang-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/02/large/20210102201441051240_32.png,7.860,未分组,h264,1920x1080,29.97002997002997,有音频,0.5469
[SD]al istiqama,https://stream1.freetv.fun/al-istiqama-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2018/05/10/20180510220312186710_39.png,1.523,未分组,h264,1280x720,25.0,有音频,0.4375
[BD]haunt tv,https://stream1.freetv.fun/haunt-tv-3.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/16/20170216061058520639_81.png,5.817,未分组,h264,1920x1080,25.0,有音频,0.7969
[BD]bfm business,https://stream1.freetv.fun/bfm-business-4.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/22/20150722023356555432_88.jpg,1.542,未分组,h264,1280x720,25.0,有音频,0.3906
[SD]cbs news chicago (720p),https://stream1.freetv.fun/cbs-news-chicago-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,2.708,未分组,h264,1280x720,29.97002997002997,有音频,0.4688
[BD]america television,https://stream1.freetv.fun/america-television-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,2.059,未分组,h264,1920x1080,59.94005994005994,有音频,0.7031
[BD]true crime network plus,https://stream1.freetv.fun/true-crime-network-plus-1.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,1.488,未分组,h264,1280x720,25.0,有音频,0.4531
[SD]black news channel (720p),https://stream1.freetv.fun/black-news-channel-5.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/22/large/20230922145121929450_38.png,5.019,未分组,h264,1920x1080,29.97002997002997,有音频,0.25
[HD]cbs news miami,https://stream1.freetv.fun/cbs-news-miami-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,1.514,未分组,h264,1280x720,25.0,有音频,0.625
[BD]entertainment hub,https://stream1.freetv.fun/entertainment-hub-2.m3u8,网络源,https://epg.pw/media/,8.996,未分组,h264,,,有音频,0.6406
ä¸½æ±Ÿå¤åŸå¤§ç ”èŠ±å··è§‚æ™¯,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8,网络源,,3.027,未分组,h264,1920x1080,25.0,有音频,0.25
[HD]fifa plus[geo-blocked],https://stream1.freetv.fun/fifa-plus-5.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,6.274,未分组,h264,1280x720,29.97002997002997,有音频,0.4688
[BD]tv 100,https://stream1.freetv.fun/tv-100-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174023110295_42.png,8.825,未分组,h264,640x360,25.0,有音频,0.6562
[SD]cbs news new york (720p),https://stream1.freetv.fun/cbs-news-new-york-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,2.325,未分组,h264,1280x720,29.97002997002997,有音频,0.5625
[HD]cctv10,https://stream1.freetv.fun/cctv10-57.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001612572151_13.png,4.861,未分组,h264,1280x720,25.0,有音频,0.5625
[BD]ptl television network,https://stream1.freetv.fun/ptl-television-network-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,1.503,未分组,h264,1280x720,25.0,有音频,0.6875
[HD]abc news live 7,https://stream1.freetv.fun/abc-news-live-7-1.m3u8,网络源,https://epg.pw/media/,1.195,未分组,h264,1280x720,29.97002997002997,有音频,0.9219
[BD]cctv1,https://stream1.freetv.fun/cctv1-28.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001359645907_15.png,1.024,未分组,h264,1920x1080,25.0,有音频,0.4375
[BD]tv asia,https://stream1.freetv.fun/tv-asia-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/03/21/20170321120539749017_58.jpg,4.494,未分组,h264,1920x1080,29.97002997002997,有音频,0.4688
[SD]сine plus legend,https://stream1.freetv.fun/sine-plus-legend-1.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,1.676,未分组,h264,1280x720,25.0,有音频,0.7812
[BD]amc,https://stream1.freetv.fun/amc-10.m3u8,网络源,https://epg.pw/media/images/channel/2018/01/18/large/20180118210133904705_73.png,1.524,未分组,h264,1280x720,25.0,有音频,0.7656
[HD]people are awesome,https://stream1.freetv.fun/people-are-awesome-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/11/28/large/20231128184149398211_42.png,2.740,未分组,h264,1280x720,29.97002997002997,有音频,0.6562
[BD]cctv-10,https://stream1.freetv.fun/cctv-10-2.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001612572151_13.png,1.508,未分组,h264,1280x720,25.0,有音频,0.6562
[SD]bridge tv classic,https://stream1.freetv.fun/bridge-tv-classic-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/23/20170223041449844107_44.png,2.998,未分组,h264,720x576,25.0,有音频,0.5938
ç¦å»ºæ¼³å·é†‰ç¾æ²™æ»©ç¿¡ç¿ æ¹¾,https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8,网络源,,3.280,未分组,h264,1920x1080,25.0,有音频,0.9375
[BD]walla ! plus וואלה! חדשות,https://stream1.freetv.fun/walla---plus-vvalh--khdshvt-1.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,1.330,未分组,h264,1280x720,25.0,有音频,0.5625
[BD]american ninja warrior,https://stream1.freetv.fun/american-ninja-warrior-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/12/10/20141210103012478893_82.jpg,1.500,未分组,h264,1280x720,25.0,有音频,0.7969
[BD]cctv11,https://stream1.freetv.fun/cctv11-33.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001605278776_41.png,7.509,未分组,h264,1920x1080,25.0,有音频,0.5469
[SD]365 дней,https://stream1.freetv.fun/365-dnei-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020735574747_25.png,2.195,未分组,h264,720x576,50.0,有音频,0.6875
[BD]cctv11,https://stream1.freetv.fun/cctv11-50.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001605278776_41.png,5.881,未分组,h264,1920x1080,50.0,有音频,0.0
[HD]canal sur andalucia,https://stream1.freetv.fun/canal-sur-andalucia-1.m3u8,网络源,https://epg.pw/media/,2.677,未分组,h264,1280x720,60.0,有音频,0.6719
æ¹–å—å¼ å®¶ç•Œå¤©é—¨å±±è¥¿çº¿ç»ç’ƒæ ˆé“,https://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8,网络源,,3.092,未分组,h264,1920x1080,25.0,有音频,0.9219
[HD]bethel tv,https://stream1.freetv.fun/bethel-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020509448726_44.png,7.265,未分组,h264,426x240,29.97002997002997,有音频,0.6719
[BD]abu dhabi sports 2 (1080p),https://stream1.freetv.fun/abu-dhabi-sports-2-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174542887402_10.png,12.398,未分组,h264,1920x1080,25.0,有音频,0.6406
[BD]cctv1-gq,https://stream1.freetv.fun/cctv1-gq-1.ctv,网络源,https://epg.pw/media/images/channel/2024/05/16/large/20240516043525045887_55.png,5.101,未分组,h264,1920x1080,50.0,有音频,0.0
[BD]cctv4,https://stream1.freetv.fun/cctv4-79.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001925822086_33.png,1.017,未分组,h264,1920x1080,25.0,有音频,0.5469
[HD]arirang *wj,https://stream1.freetv.fun/arirang--wj-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/02/large/20210102201441051240_32.png,2.710,未分组,h264,1280x720,29.97002997002997,有音频,0.7188
[HD]miami,https://stream1.freetv.fun/miami-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/09/large/20230609161040674869_63.jpg,1.810,未分组,h264,426x240,30.0,有音频,0.2656
[SD]auto plus,https://stream1.freetv.fun/auto-plus-1.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,13.135,未分组,h264,720x576,25.0,有音频,0.5781
[BD]bravo vault,https://stream1.freetv.fun/bravo-vault-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/02/12/large/20230212225528892223_79.png,1.476,未分组,h264,1280x720,25.0,有音频,0.5938
[HD]alkass four,https://stream1.freetv.fun/alkass-four-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/03/13/large/20240313163250359629_35.png,4.947,未分组,h264,1280x720,25.0,有音频,0.375
[BD]cctv14,https://stream1.freetv.fun/cctv14-26.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001539178535_27.png,2.990,未分组,hevc,1920x1080,25.0,有音频,0.6562
å—äº¬ç„æ­¦æ¹–å…¬å›­,https://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8,网络源,,2.919,未分组,h264,1280x720,25.0,有音频,0.9375
[SD]beach tv panama city (720p),https://stream1.freetv.fun/beach-tv-panama-city-3.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106151701921233_42.png,1.554,未分组,h264,1280x720,29.97002997002997,有音频,0.3906
ç”˜å­œç»¼åˆ,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel1/playlist.m3u8?zsicd,网络源,,3.810,未分组,h264,1280x720,25.0,有音频,0.5781
[HD]a e ==[geo-blocked],https://stream1.freetv.fun/a-e-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/30/large/20250130005928094199_61.png,1.159,未分组,h264,960x540,29.97002997002997,有音频,0.5469
[BD]red plus,https://stream1.freetv.fun/red-plus-2.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,1.563,未分组,h264,1280x720,25.0,有音频,0.5625
[VGA]bravoo,https://stream1.freetv.fun/bravoo-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/02/12/large/20230212225528892223_79.png,1.553,未分组,h264,1280x720,25.0,有音频,0.6875
[BD]cctv12,https://stream1.freetv.fun/cctv12-79.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001556307504_11.png,10.469,未分组,h264,1920x1080,25.0,有音频,0.4688
[HD]bbc america,https://stream1.freetv.fun/bbc-america-4.m3u8,网络源,https://epg.pw/media/images/channel/2020/06/04/large/20200604225821916068_55.png,2.156,未分组,h264,480x270,59.94005994005994,有音频,0.4375
[BD]cyc tv,https://stream1.freetv.fun/cyc-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821091039196572_83.jpg,1.516,未分组,h264,1280x720,25.0,有音频,0.4688
[HD]alkass four[geo-blocked],https://stream1.freetv.fun/alkass-four-2.m3u8,网络源,https://epg.pw/media/images/channel/2024/03/13/large/20240313163250359629_35.png,4.820,未分组,h264,1280x720,25.0,有音频,0.6562
[SD]animal planet uhd *m[geo-blocked],https://stream1.freetv.fun/animal-planet-uhd--m-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128061020658752_30.png,2.161,未分组,h264,720x576,25.0,有音频,0.5938
[SD]bridge tv,https://stream1.freetv.fun/bridge-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175000792370_26.png,2.853,未分组,h264,720x576,25.0,有音频,0.625
[HD]astro awani,https://stream1.freetv.fun/astro-awani-5.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/02/large/20230602231401396043_82.jpg,4.846,未分组,h264,1280x720,25.0,有音频,0.7031
[VGA]tln media chicago,https://stream1.freetv.fun/tln-media-chicago-1.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/92d200ca370c644db97f8469e50f4fbc.png,2.542,未分组,h264,,,有音频,0.5781
[BD]africa 24 english,https://stream1.freetv.fun/africa-24-english-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821104534160761_51.png,1.511,未分组,h264,1280x720,25.0,有音频,0.6719
å››å·å››å§‘å¨˜å±±éš†ç æª,https://gcalic.v.myalicdn.com/gc/sgns02_1/index.m3u8,网络源,,3.197,未分组,h264,1920x1080,25.0,有音频,0.5625
[VGA]antena 3 vox,https://stream1.freetv.fun/antena-3-vox-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/09/08/20150908163356593490_44.jpg,1.513,未分组,h264,1280x720,25.0,有音频,0.3594
[BD]br de,https://stream1.freetv.fun/br-de-1.m3u8,网络源,https://epg.pw/media/images/channel/2017/10/27/large/20171027204029287582_94.png,1.523,未分组,h264,1280x720,25.0,有音频,0.5781
[BD]cctv4,https://stream1.freetv.fun/cctv4-16.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001925822086_33.png,4.864,未分组,h264,1280x720,25.0,有音频,0.0
[HD]akit tv,https://stream1.freetv.fun/akit-tv-2.m3u8,网络源,https://epg.pw/media/,1.327,未分组,h264,1280x720,25.0,有音频,0.7812
[BD]aghani aghani tv,https://stream1.freetv.fun/aghani-aghani-tv-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/22/20150722070454775585_11.jpg,1.507,未分组,h264,1280x720,25.0,有音频,0.625
é»„èŠ±åŸæ°´é•¿åŸ03,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8,网络源,,2.801,未分组,h264,1920x1080,25.0,有音频,0.625
å¹¿è¥¿ç‰æ—å¤§å®¹å±±è²èŠ±å±±é¡¶,https://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8,网络源,,2.698,未分组,h264,1920x1080,25.0,有音频,0.6406
[HD]ช่อง bloomberg,https://stream1.freetv.fun/ch-ng-bloomberg-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/22/large/20221122143643242989_22.png,2.474,未分组,h264,480x272,29.97002997002997,有音频,0.2969
é‡‘å·ä¹¡æ‘,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd,网络源,,2.075,未分组,h264,1024x576,25.0,有音频,0.625
[HD]cbs news minnesota,https://stream1.freetv.fun/cbs-news-minnesota-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,1.504,未分组,h264,1280x720,25.0,有音频,0.4844
[BD]cna,https://stream1.freetv.fun/cna-2.m3u8,网络源,https://epg.pw/media/,0.537,未分组,h264,1920x1080,25.0,有音频,0.5156
[BD]outdoor america,https://stream1.freetv.fun/outdoor-america-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174407806332_73.png,1.522,未分组,h264,1280x720,25.0,有音频,0.5938
[SD]abc,https://stream1.freetv.fun/abc-5.m3u8,网络源,https://epg.pw/media/images/channel/2020/04/28/large/20200428152920288821_56.png,5.204,未分组,h264,640x360,30.0,有音频,0.5625
[SD]3abn kids,https://stream1.freetv.fun/3abn-kids-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/30/large/20220930173605576264_27.jpg,3.477,未分组,h264,640x360,29.97002997002997,有音频,0.4219
[HD]babyfirst,https://stream1.freetv.fun/babyfirst-3.m3u8,网络源,https://epg.pw/media/img/logo/1_448.jpg,1.490,未分组,h264,1280x720,30.0,有音频,0.4688
[HD]tvs,https://stream1.freetv.fun/tvs-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222138178348_52.png,1.513,未分组,h264,1280x720,25.0,有音频,0.8594
[VGA]5 star max usa *s[geo-blocked],https://stream1.freetv.fun/5-star-max-usa--s-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020557769714_94.png,2.276,未分组,h264,768x432,29.97002997002997,有音频,0.25
[HD]mlb network,https://stream1.freetv.fun/mlb-network-6.m3u8,网络源,https://epg.pw/media/images/channel/2017/09/17/large/20170917225055829014_84.jpg,3.543,未分组,h264,1280x720,59.94005994005994,有音频,0.5781
[HD]arirang,https://stream1.freetv.fun/arirang-23.ctv,网络源,https://epg.pw/media/images/channel/2021/01/02/large/20210102201441051240_32.png,3.385,未分组,h264,1280x720,29.97002997002997,有音频,0.6875
[BD]al jazeera arabic,https://stream1.freetv.fun/al-jazeera-arabic-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/04/large/20230904160018056594_85.png,1.507,未分组,h264,1280x720,25.0,有音频,0.5781
[HD]c1,https://stream1.freetv.fun/c1-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/10/20170210213635113226_16.png,10.542,未分组,h264,1280x720,25.0,有音频,0.5312
[BD]arena sport 3,https://stream1.freetv.fun/arena-sport-3-2.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/18/20140518040405912889_73.png,2.623,未分组,h264,1920x1080,25.0,有音频,0.5469
[SD]accuweather now (1080p),https://stream1.freetv.fun/accuweather-now-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/11/06/large/20231106225416662165_46.png,5.388,未分组,h264,1920x1080,29.97002997002997,有音频,0.6719
[HD]asia tv,https://stream1.freetv.fun/asia-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/01/20150701100307041219_84.jpg,2.021,未分组,h264,1280x720,25.0,有音频,0.4062
[BD]amg tv,https://stream1.freetv.fun/amg-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613193241304394_95.png,1.526,未分组,h264,1280x720,25.0,有音频,0.7031
[BD]mgm plus marquee,https://stream1.freetv.fun/mgm-plus-marquee-1.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,3.691,未分组,h264,1920x1080,29.97002997002997,有音频,0.2969
[SD]bridge tv rock,https://stream1.freetv.fun/bridge-tv-rock-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175000792370_26.png,2.250,未分组,h264,720x576,25.0,有音频,0.625
[SD]walla ! plus,https://stream1.freetv.fun/walla---plus-2.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,1.514,未分组,h264,1280x720,25.0,有音频,0.6562
[BD]al jazeera,https://stream1.freetv.fun/al-jazeera-7.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/04/large/20230904160018056594_85.png,5.346,未分组,h264,426x240,25.0,有音频,0.5938
[SD]people are awesome,https://stream1.freetv.fun/people-are-awesome-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/11/28/large/20231128184149398211_42.png,3.463,未分组,h264,1280x720,29.97002997002997,有音频,0.5312
[BD]tv5monde plus chefs[geo-blocked],https://stream1.freetv.fun/tv5monde-plus-chefs-1.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,6.542,未分组,h264,640x360,25.0,有音频,0.3438
[BD]canal 11 israel,https://stream1.freetv.fun/canal-11-israel-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/11/06/large/20231106234528204231_93.png,0.894,未分组,h264,1920x1080,25.0,有音频,0.75
[HD]abn tv,https://stream1.freetv.fun/abn-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/01/06/20160106034442314754_15.png,11.631,未分组,h264,1280x720,30.0,有音频,0.4844
[HD]cctv-11,https://stream1.freetv.fun/cctv-11-4.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001605278776_41.png,3.768,未分组,h264,1280x720,25.0,有音频,0.4375
[VGA]agro tv,https://stream1.freetv.fun/agro-tv-5.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/24/large/20210624003555527162_18.png,5.252,未分组,h264,640x360,25.0,有音频,0.5
[BD]cctv2hd,https://stream1.freetv.fun/cctv2hd-1.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001945876001_87.png,0.691,未分组,h264,1920x1080,25.0,有音频,0.75
æ¹–å—å¼ å®¶ç•Œæ°´ç»•å››é—¨,https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8,网络源,,3.268,未分组,h264,1920x1080,25.0,有音频,0.6719
[BD]in touch plus,https://stream1.freetv.fun/in-touch-plus-1.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,1.532,未分组,h264,1280x720,25.0,有音频,0.5469
[BD]cctv1hd,https://stream1.freetv.fun/cctv1hd-2.m3u8,网络源,https://epg.pw/media/images/channel/2024/05/16/large/20240516043525045887_55.png,0.561,未分组,h264,1920x1080,25.0,有音频,0.3906
[BD]africa 24 sport,https://stream1.freetv.fun/africa-24-sport-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821104534160761_51.png,6.136,未分组,h264,1920x1080,25.0,有音频,0.5781
[BD]reshet 13 comedy,https://stream1.freetv.fun/reshet-13-comedy-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/24/large/20210624003447280269_10.png,8.625,未分组,h264,,,有音频,0.6094
[BD]cctv14,https://stream1.freetv.fun/cctv14-44.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001539178535_27.png,4.256,未分组,hevc,1920x1080,25.0,有音频,0.0
[VGA]pmi tv (720p) [not 24/7],https://stream1.freetv.fun/pmi-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/18/large/20220318085917284267_44.png,2.069,未分组,h264,854x480,25.0,有音频,0.5625
[SD]kitchen battles,https://stream1.freetv.fun/kitchen-battles-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/13/20150213031809681089_50.jpg,2.136,未分组,h264,426x240,30.0,有音频,0.375
å¹¿è¥¿æ¡‚æ—æ¼“æ±Ÿæ™¯åŒº,https://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8,网络源,,3.112,未分组,h264,1280x720,25.0,有音频,0.5
[BD]bollywood classic[geo-blocked],https://stream1.freetv.fun/bollywood-classic-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164739314866_74.png,4.454,未分组,h264,,,有音频,0.4531
[BD]abp news,https://stream1.freetv.fun/abp-news-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506163645983935_10.png,6.921,未分组,h264,1920x1080,25.0,有音频,0.3438
ä¸­å¤®ç”µè§†å¡”ä¸œ,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8,网络源,,3.289,未分组,h264,1920x1080,25.0,有音频,0.6719
é‡‘å·æ–°é—»ç»¼åˆ,http://live.jinchuanrmt.com:90/live/zhxw.m3u8,网络源,,2.012,未分组,h264,1920x1080,25.0,有音频,0.5312
[BD]bbc news[geo-blocked],https://stream1.freetv.fun/bbc-news-2.m3u8,网络源,https://epg.pw/media/images/channel/2016/06/13/large/20160613215356459079_10.png,2.274,未分组,h264,1920x1080,29.97002997002997,有音频,0.5156
[BD]cctv15[geo-blocked],https://stream1.freetv.fun/cctv15-61.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001529466715_75.png,1.909,未分组,h264,1920x1080,50.0,有音频,0.0
[BD]top barca,https://stream1.freetv.fun/top-barca-1.m3u8,网络源,https://epg.pw/media/,1.517,未分组,h264,1280x720,25.0,有音频,0.6094
[HD]abc news live 1,https://stream1.freetv.fun/abc-news-live-1-4.m3u8,网络源,https://epg.pw/media/,1.341,未分组,h264,1280x720,29.97002997002997,有音频,0.8906
[BD]cbc news[geo-blocked],https://stream1.freetv.fun/cbc-news-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/03/large/20230603001937082113_33.png,4.610,未分组,h264,426x240,29.97002997002997,有音频,0.4062
[HD]cbs news boston,https://stream1.freetv.fun/cbs-news-boston-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,1.502,未分组,h264,1280x720,25.0,有音频,0.7188
[VGA]al sharqiya min kabla,https://stream1.freetv.fun/al-sharqiya-min-kabla-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174746429595_47.png,5.302,未分组,h264,426x240,25.0,有音频,0.5
[BD]entertainment hub,https://stream1.freetv.fun/entertainment-hub-1.m3u8,网络源,https://epg.pw/media/,8.311,未分组,h264,1920x1080,29.97002997002997,有音频,0.4688
[BD]cctv13,https://stream1.freetv.fun/cctv13-71.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001548035027_74.png,4.666,未分组,hevc,1920x1080,25.0,有音频,0.0
é›…å®‰æ–°é—»ç»¼åˆ,https://play.yunxya.com/channellive/xinwen.m3u8,网络源,,4.034,未分组,h264,1920x1080,25.0,有音频,0.6562
[BD]cctv15,https://stream1.freetv.fun/cctv15-81.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001529466715_75.png,3.616,未分组,hevc,1920x1080,25.0,有音频,0.0
å››å·å³¨çœ‰å±±è¿œçœºè´¡å˜é›ªå±±,https://gcalic.v.myalicdn.com/gc/emsyh_1/index.m3u8,网络源,,2.970,未分组,h264,1280x720,25.0,有音频,0.8125
[BD]cctv11,https://stream1.freetv.fun/cctv11-47.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001605278776_41.png,6.033,未分组,h264,1920x1080,25.0,有音频,0.5469
[SD]classic tv,https://stream1.freetv.fun/classic-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/23/20170223041449844107_44.png,2.191,未分组,h264,512x288,30.0,有音频,0.6406
æ˜¥æ™š2024,https://dh5.cntv.qcloudcdn.com/asp/h5e/hls/main/0303000a/3/default/290f96e5fe034fe9aceb0b9d15315813/main.m3u8,网络源,,11.882,未分组,h264,1280x720,25.0,有音频,0.9219
[BD]bloomberg tv asia,https://stream1.freetv.fun/bloomberg-tv-asia-1.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/2eab15998af3155577d75830500772ae.jpg,1.507,未分组,h264,1280x720,25.0,有音频,0.6562
[SD]animal planet *m[geo-blocked],https://stream1.freetv.fun/animal-planet--m-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128061020658752_30.png,2.446,未分组,h264,720x576,25.0,有音频,0.5312
[SD]long beach television (720p),https://stream1.freetv.fun/long-beach-television-2.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,8.720,未分组,h264,1280x720,30.0,有音频,0.5938
[BD]beyaz tv,https://stream1.freetv.fun/beyaz-tv-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174109275029_79.png,8.950,未分组,h264,640x360,25.0,有音频,0.2812
[SD]big ten network ==,https://stream1.freetv.fun/big-ten-network-4.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2014/08/23/20140823021326930600_62.jpg,1.379,未分组,h264,960x540,29.97002997002997,有音频,0.5938
